Gender,Gendet_text,Race,Race_text,Education,Reationshship Status,Relationship_text,Employment,Employment_text,Age,Religion,Household,Siblings,A1,E1,P1,N1,A2,H1,M1,R1,M2,E2,Lon,H2,P2,N2,A3,N3,E3,H3,R2,M3,R3,P3,hap,PANAS_1,PANAS_2,PANAS_3,PANAS_4,PANAS_5,PANAS_6,PANAS_7,PANAS_8,PANAS_9,PANAS_10,PANAS_11,PANAS_12,PANAS_13,SWL_1,SWL_2,SWL_3,SWL_4,SWL_5,big5_1,big5_2,big5_3,big5_4,big5_5,big5_6,big5_7,big5_8,big5_9,big5_10,big5_11,big5_12,big5_13,big5_14,big5_15,Q44
Male,,"Black African American(e.g. Jamaican, Haitian, Nigerian, Ethiopian, Somalian)",,High school graduate (high school diploma equivalent including GED),Single,,Selfemployed,,42,,1,3,5,5,5,5,7,8,6,6,7,6,8,5,8,2,6,5,5,6,6,6,6,6,7,5,1,4,1,3,3,1,4,2,3,4,3,3,6,4,4,4,6,4,5,4,4,3,3,4,4,3,3,3,4,3,4,4,
Female,,"White  (e.g German, Irish, English, Italian, Polish, French)",,Bachelor's degree in college (4year),In a relationship,,Full time,,30,Somewhat,1,2,3,9,4,3,8,7,8,10,8,8,1,5,8,0,9,1,9,6,9,8,10,9,9,4,3,4,2,4,4,1,4,1,2,3,1,4,5,6,6,6,4,1,5,1,3,2,2,1,3,1,1,5,5,5,5,4,
Female,,"White  (e.g German, Irish, English, Italian, Polish, French),Hispanic, Latino, Spanish Origin  (e.g. Mexican Mexican American, Puerto Rican Cuba, Salvadoran, Dominican, Columbian)",,"Professional degree (JD, MD)",Single,,Full time,,40, Much,2,1,5,7,7,6,5,5,6,3,6,8,7,3,7,6,7,6,9,6,6,7,4,7,7,4,2,4,1,3,4,2,4,2,1,4,3,4,1,3,2,4,2,1,4,5,3,4,3,4,5,1,1,4,3,2,5,4,
Male,,"Black African American(e.g. Jamaican, Haitian, Nigerian, Ethiopian, Somalian)",,Associate degree in college (2year),Single,,Full time,,34,,1,1,6,4,4,10,4,6,3,0,1,7,9,6,4,2,7,7,2,6,0,2,1,2,2,2,4,2,3,1,2,4,2,4,1,2,3,2,1,1,1,1,1,5,1,2,4,4,1,5,1,5,1,2,1,5,2,4,
Female,,"White  (e.g German, Irish, English, Italian, Polish, French)",,Associate degree in college (2year),"Other, please specify",married,Part time,,53,Somewhat,2,2,5,10,7,10,7,9,6,10,6,8,8,9,6,8,9,8,10,8,9,6,7,6,7,3,4,3,4,3,3,4,3,4,4,3,4,3,5,5,5,6,2,5,5,4,5,5,1,1,4,5,5,3,4,5,1,4,
Female,,"White  (e.g German, Irish, English, Italian, Polish, French)",,High school graduate (high school diploma equivalent including GED),Single,,Unemployed,,27,Somewhat,3,3,2,7,4,7,0,1,5,3,3,4,10,0,3,2,2,7,8,2,1,2,1,2,4,3,5,3,4,2,3,3,3,2,2,3,2,2,1,1,1,1,1,5,4,3,5,4,2,4,3,5,2,2,3,4,2,4,
Female,,"White  (e.g German, Irish, English, Italian, Polish, French)",,Some college but no degree,Single,,Part time,,59,,1,3,2,6,0,7,5,3,0,3,3,2,9,1,1,3,6,8,7,2,0,3,1,1,2,1,4,2,4,1,2,3,2,4,3,1,2,1,2,2,2,1,1,5,4,4,3,3,2,3,4,4,3,2,2,3,4,3,
Male,,"White  (e.g German, Irish, English, Italian, Polish, French)",,Associate degree in college (2year),Single,,Part time,,29,,3,1,2,7,3,5,5,8,5,6,7,7,8,8,5,4,8,4,7,8,3,7,3,8,6,3,2,3,2,3,4,2,3,2,1,2,1,3,2,2,2,2,2,5,5,1,3,4,1,1,4,3,3,2,4,4,4,2,
Female,,"White  (e.g German, Irish, English, Italian, Polish, French)",,Some college but no degree,In a relationship,,Unemployed,,36,Somewhat,6,1,3,6,9,8,3,7,9,8,9,8,5,6,7,5,9,6,8,7,10,3,9,9,8,4,2,4,2,3,4,2,4,2,2,4,2,4,5,5,5,6,3,4,5,2,5,4,2,1,2,4,2,4,4,5,2,2,
Female,,"Black African American(e.g. Jamaican, Haitian, Nigerian, Ethiopian, Somalian)",,Associate degree in college (2year),Single,,Full time,,40, Much,3,1,7,7,6,2,7,7,7,2,7,8,5,6,7,5,8,2,6,7,6,8,6,7,7,4,2,3,2,5,3,2,3,2,2,3,3,3,5,4,5,5,4,1,4,3,1,4,4,3,4,1,1,2,1,2,4,5,
Female,,"Asian  (e.g. Chinese, Filipino, Asian Indian, Vietnamese, Korean, Japanese)",,Bachelor's degree in college (4year),In a relationship,,Full time,,28,,3,1,5,3,4,8,2,6,4,2,2,2,9,3,3,8,2,9,3,7,4,2,3,2,1,3,4,2,4,2,2,4,2,5,5,2,4,2,2,2,2,2,2,5,5,5,5,5,1,1,5,5,3,3,4,4,2,4,
Male,,"Hispanic, Latino, Spanish Origin  (e.g. Mexican Mexican American, Puerto Rican Cuba, Salvadoran, Dominican, Columbian)",,High school graduate (high school diploma equivalent including GED),Single,,Unemployed,,30,,2,1,1,6,1,10,1,8,1,9,0,4,9,3,4,2,1,9,6,6,6,0,0,0,2,2,4,2,3,1,2,3,2,4,1,1,1,1,1,3,2,1,2,5,4,3,5,4,3,3,5,5,3,2,3,3,1,4,"Everything was fine, thank you!"
Male,,"White  (e.g German, Irish, English, Italian, Polish, French)",,Bachelor's degree in college (4year),In a relationship,,Retired,,73, Much,1,6,4,5,3,0,5,5,6,1,6,5,4,5,5,1,7,5,3,5,3,6,5,5,5,3,2,4,1,3,4,2,3,3,2,3,1,3,5,4,6,5,7,4,4,2,2,2,3,1,3,5,3,2,4,5,5,4,
Female,,"Black African American(e.g. Jamaican, Haitian, Nigerian, Ethiopian, Somalian)",,Some college but no degree,Single,,Student,,20,,3,1,6,10,5,10,5,5,5,4,6,5,1,5,4,3,7,7,8,6,6,5,4,5,5,3,3,4,2,2,3,2,3,3,3,2,2,3,4,6,5,4,2,4,4,1,5,5,3,3,5,4,2,2,1,3,3,5,There is an issue with the sibling question at the beginning of your survey. There is no option fthose who have no siblings. I am an only child and I put 1 as the closest to zero. Please fix this.
Female,,"Asian  (e.g. Chinese, Filipino, Asian Indian, Vietnamese, Korean, Japanese)",,Bachelor's degree in college (4year),Single,,Part time,,24,Prefer not to answer,2,1,4,5,3,8,4,4,4,5,4,3,8,2,3,6,7,9,5,4,3,6,1,3,2,2,4,2,4,2,2,4,2,4,3,2,4,2,2,2,1,1,2,5,5,5,5,5,2,4,4,5,3,2,3,4,1,4,
Male,,"White  (e.g German, Irish, English, Italian, Polish, French)",,Bachelor's degree in college (4year),In a relationship,,Full time,,36,,1,2,7,7,6,8,7,8,8,8,7,7,5,5,6,6,6,6,8,7,9,7,8,7,8,3,3,3,3,2,3,2,3,3,2,2,3,3,5,5,5,6,4,4,5,4,4,5,3,4,5,4,2,2,2,2,2,4,
Female,,"White  (e.g German, Irish, English, Italian, Polish, French)",,High school graduate (high school diploma equivalent including GED),In a relationship,,Unemployed,,57,Somewhat,1,4,7,8,5,2,6,9,3,10,5,8,0,9,8,2,9,2,8,10,10,4,10,9,9,4,2,4,1,4,4,1,4,1,1,3,2,4,6,6,6,6,3,5,5,5,2,4,1,1,4,2,5,4,5,5,5,2,
Female,,"White  (e.g German, Irish, English, Italian, Polish, French)",,Bachelor's degree in college (4year),In a relationship,,Full time,,40,Somewhat,1,4,6,7,4,3,7,4,5,5,7,5,8,5,5,6,4,6,7,3,5,4,7,3,6,4,4,4,3,3,4,3,4,4,2,4,3,3,5,6,6,6,5,2,4,2,3,4,4,1,1,1,2,4,5,5,4,4,
Male,,"White  (e.g German, Irish, English, Italian, Polish, French)",,Bachelor's degree in college (4year),In a relationship,,Full time,,24,,1,2,7,10,7,7,10,10,9,10,8,10,1,10,10,2,8,2,9,8,10,10,10,8,8,4,2,4,2,3,4,2,4,2,4,4,2,4,6,7,7,7,7,5,5,1,4,2,5,5,5,4,2,5,5,5,5,5,
Female,,"White  (e.g German, Irish, English, Italian, Polish, French),Native Hawaiian Pacific Islander  (e.g. Native Hawaiian, Samoan, Chamorro Tongan, Fijian, Marshalles)",,Associate degree in college (2year),In a relationship,,Full time,,38, Much,1,4,5,9,7,7,8,9,10,2,10,10,4,9,7,2,9,6,8,10,3,9,8,8,7,4,3,4,2,5,4,2,4,3,3,4,1,3,3,5,5,2,1,1,5,4,4,5,2,3,2,3,1,5,3,4,4,5,
Male,,"White  (e.g German, Irish, English, Italian, Polish, French),Black African American(e.g. Jamaican, Haitian, Nigerian, Ethiopian, Somalian)",,Some college but no degree,In a relationship,,Full time,,26,Somewhat,1,2,3,8,7,0,6,3,9,5,9,9,2,3,9,2,9,2,9,1,8,6,4,3,7,4,1,3,3,4,5,1,4,2,1,4,2,4,2,5,2,2,7,1,4,4,2,3,3,4,5,2,2,4,2,2,4,5,When asking about household members 0 was not an option. I live by myself
Male,,"Black African American(e.g. Jamaican, Haitian, Nigerian, Ethiopian, Somalian)",,High school graduate (high school diploma equivalent including GED),In a relationship,,Full time,,26,Somewhat,1,8,7,8,9,1,10,9,10,10,10,7,0,9,10,3,10,2,0,10,10,7,10,5,9,5,2,4,1,5,4,1,5,1,1,5,1,2,6,5,6,7,6,1,4,1,1,5,5,1,1,1,1,5,5,5,5,5,
Male,,"White  (e.g German, Irish, English, Italian, Polish, French),Hispanic, Latino, Spanish Origin  (e.g. Mexican Mexican American, Puerto Rican Cuba, Salvadoran, Dominican, Columbian)",,Associate degree in college (2year),Single,,Unemployed,,22,,6,2,4,9,2,6,6,8,2,6,1,3,9,2,3,2,6,7,10,9,3,7,0,2,3,3,4,3,4,2,3,4,2,4,1,2,4,2,2,6,2,2,1,2,4,4,1,1,5,4,5,2,2,1,5,4,5,5,
Male,,"White  (e.g German, Irish, English, Italian, Polish, French)",,High school graduate (high school diploma equivalent including GED),In a relationship,,Retired,,75,,1,1,4,5,3,6,3,5,6,3,6,3,3,5,5,3,6,3,5,5,7,4,7,5,4,3,3,3,3,3,3,2,2,2,3,2,2,2,3,3,3,4,3,4,4,1,4,4,3,3,2,2,2,3,2,5,3,4,
Female,,"White  (e.g German, Irish, English, Italian, Polish, French)",,Master's degree,In a relationship,,Full time,,57, Much,1,2,8,8,8,3,9,7,9,9,9,9,0,7,8,2,10,2,2,6,9,9,9,9,9,4,2,4,2,4,4,2,4,2,2,4,2,4,6,6,6,6,6,2,3,2,2,5,4,1,1,1,4,3,3,4,4,4,
Male,,"Hispanic, Latino, Spanish Origin  (e.g. Mexican Mexican American, Puerto Rican Cuba, Salvadoran, Dominican, Columbian)",,Some college but no degree,Single,,Full time,,21,Somewhat,2,2,0,3,3,7,3,5,1,2,1,1,8,4,2,7,4,8,6,6,1,1,3,2,3,2,3,4,2,5,2,4,2,4,2,1,4,4,1,1,2,1,2,3,4,3,5,3,4,5,4,3,4,2,4,4,3,2,
Female,,"Black African American(e.g. Jamaican, Haitian, Nigerian, Ethiopian, Somalian)",,Bachelor's degree in college (4year),Single,,Other,Disabled,52,Somewhat,3,2,6,7,6,3,5,5,8,8,8,8,2,5,7,2,7,5,7,5,8,7,7,8,6,4,2,4,2,4,4,2,4,2,2,4,2,4,2,2,5,2,2,5,5,2,2,2,4,2,2,4,2,4,4,5,4,4,
Male,,"White  (e.g German, Irish, English, Italian, Polish, French)",,High school graduate (high school diploma equivalent including GED),In a relationship,,Full time,,34,,2,6,2,2,3,3,1,2,2,3,1,2,7,2,4,3,2,1,3,1,3,2,0,6,2,2,4,3,2,2,3,2,3,1,1,3,3,2,1,1,1,1,1,4,3,5,1,4,3,4,4,2,2,2,4,2,4,2,
Female,,"White  (e.g German, Irish, English, Italian, Polish, French)",,Associate degree in college (2year),In a relationship,,Selfemployed,,30,,5,1,9,9,9,3,9,10,10,10,10,9,1,10,9,1,9,1,9,10,10,10,9,9,9,4,1,4,1,4,4,1,4,1,2,4,1,4,7,7,7,7,7,5,5,1,2,4,1,1,1,1,2,4,5,5,4,4,There should be an option f0 siblings in the demographic section. I am an only child. I selected 1.
Male,,"Asian  (e.g. Chinese, Filipino, Asian Indian, Vietnamese, Korean, Japanese)",,Doctoral degree,In a relationship,,Full time,,48, Much,2,4,9,8,9,2,8,8,9,5,9,9,0,9,9,1,9,1,9,8,10,9,9,9,9,4,1,4,1,4,4,1,4,1,1,4,1,4,6,6,6,6,6,5,5,2,1,3,2,1,1,1,1,3,4,5,5,2,No
Male,,"White  (e.g German, Irish, English, Italian, Polish, French)",,Bachelor's degree in college (4year),In a relationship,,Full time,,48,,1,1,8,7,6,2,7,8,7,9,5,7,6,8,8,3,8,2,7,8,8,7,8,6,7,4,2,4,2,2,4,2,4,2,1,3,2,2,6,6,5,6,6,4,4,1,1,2,1,1,3,1,3,3,3,4,4,5,
Female,,"White  (e.g German, Irish, English, Italian, Polish, French)",,Associate degree in college (2year),Single,,Full time,,38,Somewhat,1,1,4,7,3,8,3,3,5,2,5,5,7,0,3,2,8,6,7,0,1,4,2,2,3,3,3,3,3,2,2,3,2,4,1,1,2,2,1,1,1,1,1,4,5,5,5,4,2,3,4,5,2,2,4,4,4,4,"you had no 0 options fsiblings others in the household. Just FYI I do have one of each fthose answers but others might not, thanks!! :)"
Female,,"White  (e.g German, Irish, English, Italian, Polish, French)",,Bachelor's degree in college (4year),In a relationship,,Part time,,40,Somewhat,3,3,1,3,1,1,3,2,8,6,8,2,7,0,1,9,6,8,7,2,4,1,2,2,1,2,4,2,4,2,2,5,1,4,2,1,5,1,5,6,4,5,3,5,5,2,2,3,1,2,4,5,5,1,4,5,5,1,
Nonbinary/nonconforming,,"White  (e.g German, Irish, English, Italian, Polish, French)",,Bachelor's degree in college (4year),Single,,Student,,27,,4,2,3,6,3,6,6,7,3,5,4,6,8,7,4,8,7,6,7,7,4,4,6,4,5,3,4,3,4,2,3,3,2,4,3,2,3,3,2,2,2,2,2,4,5,5,5,4,3,4,5,5,1,2,3,4,2,4,
Male,,"White  (e.g German, Irish, English, Italian, Polish, French)",,High school graduate (high school diploma equivalent including GED),In a relationship,,Full time,,28, Much,8,1,10,10,8,7,7,7,10,10,9,10,1,7,8,1,10,3,3,7,10,10,8,8,8,4,2,4,2,4,4,1,4,2,3,4,1,3,5,5,5,5,4,4,5,1,4,2,4,1,1,3,3,4,5,5,5,5,
Male,,"White  (e.g German, Irish, English, Italian, Polish, French)",,Associate degree in college (2year),"Other, please specify",Married,Full time,,68, Much,1,1,9,9,7,4,10,8,8,5,8,9,0,8,8,2,9,0,10,8,10,10,10,9,8,5,2,4,2,4,4,2,4,2,1,4,2,4,6,6,6,6,7,4,4,2,3,4,4,3,3,2,3,4,4,5,5,4,"Life is to short to worry and be down, I have learned over the years Life is what you make of it. Make the best of it"
Female,,"White  (e.g German, Irish, English, Italian, Polish, French)",,Bachelor's degree in college (4year),Single,,Selfemployed,,29,,1,3,5,7,1,6,6,7,7,8,6,3,2,8,5,4,8,7,6,6,7,7,7,6,4,3,4,3,3,4,3,3,2,4,2,2,3,3,5,6,6,2,1,2,5,2,4,4,1,1,4,5,1,2,5,5,4,4,
Female,,"White  (e.g German, Irish, English, Italian, Polish, French)",,"Professional degree (JD, MD)",In a relationship,,Full time,,31,,1,1,6,7,5,7,7,9,7,6,5,6,2,6,5,7,9,7,8,8,8,7,8,4,6,3,3,4,3,3,3,3,4,4,3,2,4,2,3,4,3,5,5,4,5,2,5,5,4,4,3,4,2,2,2,5,3,3,
Female,,"White  (e.g German, Irish, English, Italian, Polish, French)",,Associate degree in college (2year),In a relationship,,Unemployed,,36,Somewhat,1,3,8,7,9,7,8,10,6,10,8,8,2,10,9,1,9,1,9,10,10,9,10,10,10,4,2,4,2,4,4,2,4,2,2,4,2,4,7,7,7,7,7,5,4,4,4,1,1,4,1,2,4,4,2,5,2,1,
Female,,"White  (e.g German, Irish, English, Italian, Polish, French)",,Bachelor's degree in college (4year),In a relationship,,Retired,,69, Much,2,5,8,10,9,2,8,9,10,10,9,9,1,8,8,2,10,2,8,9,10,10,9,10,10,4,2,4,2,4,4,2,4,1,2,4,2,5,6,6,7,7,6,2,3,3,4,4,5,3,1,1,3,4,4,4,5,4,
Female,,"White  (e.g German, Irish, English, Italian, Polish, French)",,Associate degree in college (2year),Single,,Full time,,31,,1,1,9,8,8,6,10,9,9,5,9,10,2,7,8,3,10,3,7,9,5,9,2,9,9,4,2,4,2,5,4,2,4,2,2,4,2,4,6,6,6,6,6,5,5,1,4,5,3,1,1,1,1,4,3,4,4,4,
Male,,"White  (e.g German, Irish, English, Italian, Polish, French)",,Associate degree in college (2year),In a relationship,,Full time,,58,,1,1,4,3,2,5,6,5,5,7,7,4,2,5,5,3,10,3,5,4,10,6,10,5,6,3,3,4,2,3,4,2,3,2,1,1,2,3,2,3,5,5,3,5,3,2,5,4,4,2,3,2,3,3,3,4,4,3,
Female,,"White  (e.g German, Irish, English, Italian, Polish, French)",,Associate degree in college (2year),In a relationship,,Unemployed,,27,Somewhat,2,1,9,8,7,9,9,8,5,7,5,5,2,5,7,3,8,5,8,6,9,5,6,8,8,3,4,3,3,3,4,3,4,3,2,3,3,4,5,6,6,6,2,5,4,4,5,5,1,4,4,4,2,2,1,4,2,4,
Male,,"White  (e.g German, Irish, English, Italian, Polish, French)",,Master's degree,In a relationship,,Full time,,27,Somewhat,1,2,9,8,8,3,9,8,9,8,9,9,4,7,9,3,10,2,9,9,9,9,8,8,9,4,2,4,2,4,4,2,4,2,2,4,2,4,6,6,6,6,6,4,4,2,1,4,3,2,2,2,2,4,4,4,4,4,
Female,,"White  (e.g German, Irish, English, Italian, Polish, French)",,High school graduate (high school diploma equivalent including GED),Single,,Part time,,38,Prefer not to answer,1,2,5,8,7,6,4,4,8,8,8,8,0,4,7,5,7,5,8,4,10,7,7,7,7,4,2,4,2,4,4,2,4,4,4,4,4,4,6,6,6,6,1,4,4,4,5,5,1,2,4,4,4,2,2,2,2,4,
Female,,"White  (e.g German, Irish, English, Italian, Polish, French)",,Bachelor's degree in college (4year),In a relationship,,Full time,,26,,1,1,7,8,5,4,6,7,5,8,6,8,2,8,6,3,8,4,9,8,10,4,7,7,7,4,3,4,3,4,4,3,4,2,2,3,1,4,3,3,4,4,1,2,4,3,4,5,2,1,4,3,2,4,3,3,3,5,
Female,,"White  (e.g German, Irish, English, Italian, Polish, French)",,Bachelor's degree in college (4year),In a relationship,,Full time,,52,Somewhat,3,1,3,6,3,7,4,4,7,4,6,5,2,3,4,2,3,4,8,3,3,6,3,4,3,3,3,2,4,2,2,4,2,3,2,1,2,3,2,2,2,2,1,4,4,4,4,4,2,2,5,4,2,2,2,2,2,4,thank you
I prefer not to answer,,I prefer not to answer,,Bachelor's degree in college (4year),I prefer not to answer,,Full time,,26,Prefer not to answer,1,1,8,9,8,2,7,5,7,5,10,7,2,3,8,2,7,2,9,6,8,6,8,8,8,4,1,4,1,4,4,2,4,1,1,4,1,4,3,4,6,6,4,5,5,4,2,5,3,2,3,1,1,3,3,3,3,3,
Female,,"White  (e.g German, Irish, English, Italian, Polish, French)",,Bachelor's degree in college (4year),In a relationship,,Full time,,34, Much,1,1,9,9,9,1,9,9,9,10,10,9,1,9,9,1,9,1,9,9,10,8,8,8,9,5,1,5,1,5,5,1,5,1,1,5,1,5,5,6,6,5,4,1,5,1,2,3,3,1,1,1,2,5,5,5,5,5,
Male,,"White  (e.g German, Irish, English, Italian, Polish, French)",,Some college but no degree,Single,,Full time,,54, Much,1,1,5,4,0,9,5,7,5,6,4,2,3,6,6,0,6,8,5,7,6,6,3,0,4,4,2,3,1,2,2,1,2,3,3,1,1,1,1,1,1,1,1,5,4,1,4,1,1,1,1,4,5,1,1,5,4,4,
Female,,"White  (e.g German, Irish, English, Italian, Polish, French)",,Some college but no degree,Single,,Student,,20, Much,2,1,6,6,6,6,9,3,5,3,5,6,7,3,7,4,7,6,7,3,7,8,3,6,6,4,3,4,3,3,3,2,4,4,2,4,2,4,5,2,4,3,1,5,5,2,4,2,1,1,2,3,4,2,5,5,3,2,
Female,,"White  (e.g German, Irish, English, Italian, Polish, French)",,Bachelor's degree in college (4year),In a relationship,,Part time,,34,,2,1,6,5,5,8,5,6,4,8,5,5,5,4,5,5,8,7,6,4,7,5,6,5,5,2,4,3,3,2,2,4,2,4,3,2,3,3,5,5,5,6,4,5,4,2,5,4,2,3,4,4,3,2,2,4,3,3,
Female,,"White  (e.g German, Irish, English, Italian, Polish, French)",,Master's degree,In a relationship,,Full time,,36,,3,3,9,7,9,4,9,8,7,7,8,7,2,6,7,2,9,2,8,8,9,6,8,8,9,4,2,4,2,4,3,3,4,2,1,4,2,4,6,6,6,7,5,1,2,1,4,5,5,3,2,1,1,4,4,5,4,4,
Female,,"White  (e.g German, Irish, English, Italian, Polish, French)",,Some college but no degree,Single,,Part time,,21,,2,1,4,8,7,6,4,7,6,4,5,7,6,3,6,5,7,5,7,5,6,5,6,4,6,3,3,4,4,3,4,4,4,3,2,3,3,2,5,3,3,6,2,2,3,4,3,5,4,4,4,2,2,3,4,4,4,3,
Female,,"White  (e.g German, Irish, English, Italian, Polish, French)",,Associate degree in college (2year),Single,,Unemployed,,37,Prefer not to answer,1,1,0,10,4,6,0,3,4,4,5,6,8,1,3,4,10,7,10,2,5,0,7,5,6,3,3,3,3,1,4,1,3,2,1,1,3,4,3,3,5,1,1,5,5,5,3,3,3,1,5,4,3,2,3,4,2,4,There wasn't a space in the question about siblings that said none. I'm an only child and was forced to answer 1 in order to continue ahead.
Male,,"Hispanic, Latino, Spanish Origin  (e.g. Mexican Mexican American, Puerto Rican Cuba, Salvadoran, Dominican, Columbian)",,Associate degree in college (2year),In a relationship,,Student,,25, Much,1,1,10,7,10,0,10,9,10,10,10,10,0,10,10,0,10,0,7,9,10,10,10,10,10,5,1,5,1,5,5,1,5,1,1,5,1,5,7,7,7,7,7,3,5,2,1,5,4,1,1,1,1,5,5,5,5,5,
Male,,"White  (e.g German, Irish, English, Italian, Polish, French)",,Bachelor's degree in college (4year),In a relationship,,Full time,,32,Somewhat,1,1,6,3,6,7,6,5,7,9,7,6,4,4,7,3,6,6,5,5,7,8,7,6,6,3,3,3,3,2,3,3,3,4,3,3,2,3,5,6,5,5,2,5,5,3,4,4,2,1,2,4,3,3,4,5,4,4,
Male,,"White  (e.g German, Irish, English, Italian, Polish, French)",,Some college but no degree,In a relationship,,Full time,,29,,1,3,1,7,5,8,3,7,0,6,4,5,8,6,3,2,1,8,8,7,6,0,5,3,5,3,4,3,4,1,3,4,3,4,4,2,3,2,1,1,1,1,1,3,5,2,4,5,1,1,3,4,2,2,5,3,5,5,
Female,,"White  (e.g German, Irish, English, Italian, Polish, French)",,High school graduate (high school diploma equivalent including GED),In a relationship,,Unemployed,,23,,3,2,1,4,3,8,1,3,2,8,2,5,5,1,4,1,8,6,4,3,4,2,5,4,3,3,4,3,4,2,3,3,3,3,2,3,2,3,3,3,3,3,3,4,4,2,4,4,2,3,4,4,2,2,2,4,2,4,
Female,,"White  (e.g German, Irish, English, Italian, Polish, French)",,Some college but no degree,"Other, please specify",separated,Retired,,53, Much,1,2,4,10,5,5,8,3,3,5,3,8,8,0,5,7,8,7,8,2,2,3,2,2,5,3,4,3,3,5,3,3,3,3,2,3,3,2,4,4,4,3,1,5,5,5,3,5,5,2,2,5,2,1,1,2,2,5,
Female,,"White  (e.g German, Irish, English, Italian, Polish, French)",,Bachelor's degree in college (4year),In a relationship,,Selfemployed,,32,,3,1,7,10,4,7,9,9,8,2,10,8,5,7,5,9,7,1,10,9,7,9,3,6,3,3,4,3,4,4,3,4,3,1,1,3,4,3,1,1,1,5,1,2,2,1,5,5,5,4,4,2,1,1,2,4,1,5,"It asked how many siblings I have, but didn't give the option of zero. I have no siblings."
Male,,"White  (e.g German, Irish, English, Italian, Polish, French)",,Bachelor's degree in college (4year),Single,,Part time,,24,,3,1,3,7,6,5,5,5,4,7,4,7,7,3,6,7,5,6,7,3,5,3,6,3,6,4,3,3,3,2,3,3,3,3,2,3,4,3,2,4,2,2,1,4,4,4,5,4,2,4,5,4,1,2,3,2,2,3,
Female,,"White  (e.g German, Irish, English, Italian, Polish, French)",,Bachelor's degree in college (4year),In a relationship,,Other,Disabled,30,,4,1,3,6,7,5,2,3,4,7,4,3,4,1,5,4,2,6,8,0,8,4,7,7,6,3,3,4,4,4,4,4,4,4,3,3,3,4,3,5,5,5,1,4,4,5,4,4,2,4,5,4,4,2,2,4,2,2,"No option to select ""no siblings"""
Female,,"White  (e.g German, Irish, English, Italian, Polish, French)",,Bachelor's degree in college (4year),In a relationship,,Selfemployed,,31,,1,2,5,7,3,8,7,9,5,9,6,6,3,9,6,7,9,6,7,9,6,6,8,6,7,4,4,4,4,2,3,3,4,3,4,3,3,2,4,5,5,5,3,4,4,2,5,5,3,4,2,4,1,2,4,4,1,4,
Male,,"White  (e.g German, Irish, English, Italian, Polish, French)",,Bachelor's degree in college (4year),Single,,Full time,,38,Somewhat,1,1,7,5,5,3,7,6,6,6,6,6,4,6,7,2,7,3,7,6,4,7,6,5,5,4,2,4,2,4,4,2,4,1,1,2,1,3,5,5,6,5,1,3,4,2,3,2,3,2,2,2,4,3,3,4,4,3,
Male,,"White  (e.g German, Irish, English, Italian, Polish, French),Hispanic, Latino, Spanish Origin  (e.g. Mexican Mexican American, Puerto Rican Cuba, Salvadoran, Dominican, Columbian)",,Bachelor's degree in college (4year),Single,,Part time,,34,,1,1,7,7,6,8,4,6,7,2,6,7,7,4,6,4,6,4,8,7,4,7,2,5,7,4,2,4,2,4,4,2,4,2,1,4,2,3,2,2,2,5,2,5,4,3,2,1,2,2,4,3,4,2,4,4,4,4,
Female,,"White  (e.g German, Irish, English, Italian, Polish, French)",,Bachelor's degree in college (4year),In a relationship,,Retired,,58,Somewhat,1,3,5,8,7,2,7,8,7,8,8,7,1,8,9,1,10,2,8,8,8,7,8,8,8,4,1,4,1,3,4,1,4,1,3,3,1,4,6,6,6,6,6,5,5,1,3,4,3,2,1,2,2,4,4,5,4,3,
Male,,"Asian  (e.g. Chinese, Filipino, Asian Indian, Vietnamese, Korean, Japanese)",,Master's degree,In a relationship,,Retired,,69, Much,2,2,8,4,3,1,8,3,8,6,8,2,8,0,3,0,10,5,2,3,2,9,6,3,5,2,3,2,3,2,3,3,2,3,2,2,2,2,3,3,4,4,2,4,5,1,1,1,3,1,1,2,4,1,2,5,5,5,
Female,,"White  (e.g German, Irish, English, Italian, Polish, French)",,Associate degree in college (2year),In a relationship,,Selfemployed,,48,,3,1,7,8,4,8,7,6,7,6,8,6,6,2,6,3,9,7,6,5,8,7,8,5,6,3,3,3,2,3,4,3,3,4,2,3,3,3,3,3,3,5,2,2,5,2,4,5,4,2,2,4,1,4,4,4,4,4,
Female,,"White  (e.g German, Irish, English, Italian, Polish, French)",,Some college but no degree,In a relationship,,Unemployed,,37,Somewhat,3,4,8,7,8,4,8,6,8,7,8,9,1,6,8,1,9,2,8,5,9,8,7,8,8,4,1,4,1,4,4,1,4,1,1,4,1,4,5,5,5,5,5,3,5,2,2,4,4,1,1,1,1,4,3,5,4,4,
Male,,"White  (e.g German, Irish, English, Italian, Polish, French),Black African American(e.g. Jamaican, Haitian, Nigerian, Ethiopian, Somalian),American Indian Alaska Native(e.g. Navajo Nation, Blackfeet Trive, Mayan, Aztec, Native Villave of Barrow Inupiat Traditional Government, Nome Eskimo Community),Hispanic, Latino, Spanish Origin  (e.g. Mexican Mexican American, Puerto Rican Cuba, Salvadoran, Dominican, Columbian)",,Bachelor's degree in college (4year),In a relationship,,Student,,22,,4,3,2,6,2,8,2,2,0,2,2,3,10,2,3,5,4,9,6,4,0,1,3,0,2,1,5,2,5,2,2,4,1,5,1,2,3,1,1,1,1,1,1,2,5,5,4,5,4,3,5,5,1,2,3,4,4,5,
